"region","type","year","combined.value","units","data.type","variables"
"Nova Scotia","Climate",1989,5.08,"","","nao"
"Nova Scotia","Climate",1990,3.96,"","","nao"
"Nova Scotia","Climate",1991,1.03,"","","nao"
"Nova Scotia","Climate",1992,3.28,"","","nao"
"Nova Scotia","Climate",1993,2.67,"","","nao"
"Nova Scotia","Climate",1994,3.03,"","","nao"
"Nova Scotia","Climate",1995,3.96,"","","nao"
"Nova Scotia","Climate",1996,-3.78,"","","nao"
"Nova Scotia","Climate",1997,-0.17,"","","nao"
"Nova Scotia","Climate",1998,0.72,"","","nao"
"Nova Scotia","Climate",1999,1.7,"","","nao"
"Nova Scotia","Climate",2000,2.8,"","","nao"
"Nova Scotia","Climate",2001,-1.9,"","","nao"
"Nova Scotia","Climate",2002,0.76,"","","nao"
"Nova Scotia","Climate",2003,0.2,"","","nao"
"Nova Scotia","Climate",2004,-0.07,"","","nao"
"Nova Scotia","Climate",2005,0.12,"","","nao"
"Nova Scotia","Climate",2006,-1.09,"","","nao"
"Nova Scotia","Climate",2007,2.79,"","","nao"
"Nova Scotia","Climate",2008,2.1,"","","nao"
"Nova Scotia","Climate",2009,-0.41,"","","nao"
"Nova Scotia","Climate",2010,-4.64,"","","nao"
"Nova Scotia","Climate",NA,-0.37,"","","nao"
"Nova Scotia","effort",1968,799180,"#","","lob.trap"
"Nova Scotia","effort",1969,799180,"#","","lob.trap"
"Nova Scotia","effort",1970,799180,"#","","lob.trap"
"Nova Scotia","effort",1971,799180,"#","","lob.trap"
"Nova Scotia","effort",1972,799180,"#","","lob.trap"
"Nova Scotia","effort",1973,799180,"#","","lob.trap"
"Nova Scotia","effort",1974,799180,"#","","lob.trap"
"Nova Scotia","effort",1975,799180,"#","","lob.trap"
"Nova Scotia","effort",1976,799180,"#","","lob.trap"
"Nova Scotia","effort",1977,799180,"#","","lob.trap"
"Nova Scotia","effort",1978,799180,"#","","lob.trap"
"Nova Scotia","effort",1979,799180,"#","","lob.trap"
"Nova Scotia","effort",1980,807193,"#","","lob.trap"
"Nova Scotia","effort",1981,807193,"#","","lob.trap"
"Nova Scotia","effort",1982,807193,"#","","lob.trap"
"Nova Scotia","effort",1983,807193,"#","","lob.trap"
"Nova Scotia","effort",1984,807193,"#","","lob.trap"
"Nova Scotia","effort",1985,807193,"#","","lob.trap"
"Nova Scotia","effort",1986,807193,"#","","lob.trap"
"Nova Scotia","effort",1987,807193,"#","","lob.trap"
"Nova Scotia","effort",1988,807193,"#","","lob.trap"
"Nova Scotia","effort",1989,807193,"#","","lob.trap"
"Nova Scotia","effort",1990,807193,"#","","lob.trap"
"Nova Scotia","effort",1991,807193,"#","","lob.trap"
"Nova Scotia","effort",1992,807193,"#","","lob.trap"
"Nova Scotia","effort",1993,807193,"#","","lob.trap"
"Nova Scotia","effort",1994,807193,"#","","lob.trap"
"Nova Scotia","effort",1995,807193,"#","","lob.trap"
"Nova Scotia","effort",1996,807193,"#","","lob.trap"
"Nova Scotia","effort",1997,807193,"#","","lob.trap"
"Nova Scotia","effort",1998,807193,"#","","lob.trap"
"Nova Scotia","effort",1999,807193,"#","","lob.trap"
"Nova Scotia","effort",2000,807193,"#","","lob.trap"
"Nova Scotia","effort",2001,807193,"#","","lob.trap"
"Nova Scotia","effort",2002,807193,"#","","lob.trap"
"Nova Scotia","effort",2003,807193,"#","","lob.trap"
"Nova Scotia","effort",2004,807193,"#","","lob.trap"
"Nova Scotia","effort",2005,807193,"#","","lob.trap"
"Nova Scotia","effort",2006,807193,"#","","lob.trap"
"Nova Scotia","effort",2007,807193,"#","","lob.trap"
"Nova Scotia","effort",2008,807193,"#","","lob.trap"
"Nova Scotia","effort",2009,807193,"#","","lob.trap"
"Nova Scotia","effort",2010,807193,"#","","lob.trap"
"Nova Scotia","environment",1950,6.277837,"deg C","","temp.ssbof"
"Nova Scotia","environment",1951,7.614602,"deg C","","temp.ssbof"
"Nova Scotia","environment",1952,6.233102,"deg C","","temp.ssbof"
"Nova Scotia","environment",1953,6.956449,"deg C","","temp.ssbof"
"Nova Scotia","environment",1954,6.256951,"deg C","","temp.ssbof"
"Nova Scotia","environment",1955,6.348617,"deg C","","temp.ssbof"
"Nova Scotia","environment",1956,6.072643,"deg C","","temp.ssbof"
"Nova Scotia","environment",1957,6.020089,"deg C","","temp.ssbof"
"Nova Scotia","environment",1958,6.931233,"deg C","","temp.ssbof"
"Nova Scotia","environment",1959,5.68078,"deg C","","temp.ssbof"
"Nova Scotia","environment",1960,6.156565,"deg C","","temp.ssbof"
"Nova Scotia","environment",1961,5.49911,"deg C","","temp.ssbof"
"Nova Scotia","environment",1962,5.644536,"deg C","","temp.ssbof"
"Nova Scotia","environment",1963,6.145392,"deg C","","temp.ssbof"
"Nova Scotia","environment",1964,5.425393,"deg C","","temp.ssbof"
"Nova Scotia","environment",1965,4.875347,"deg C","","temp.ssbof"
"Nova Scotia","environment",1966,5.496399,"deg C","","temp.ssbof"
"Nova Scotia","environment",1967,5.27917,"deg C","","temp.ssbof"
"Nova Scotia","environment",1968,6.174081,"deg C","","temp.ssbof"
"Nova Scotia","environment",1969,6.775209,"deg C","","temp.ssbof"
"Nova Scotia","environment",1970,6.646836,"deg C","","temp.ssbof"
"Nova Scotia","environment",1971,6.623952,"deg C","","temp.ssbof"
"Nova Scotia","environment",1972,6.149647,"deg C","","temp.ssbof"
"Nova Scotia","environment",1973,6.437556,"deg C","","temp.ssbof"
"Nova Scotia","environment",1974,6.509758,"deg C","","temp.ssbof"
"Nova Scotia","environment",1975,5.976427,"deg C","","temp.ssbof"
"Nova Scotia","environment",1976,6.857277,"deg C","","temp.ssbof"
"Nova Scotia","environment",1977,6.955699,"deg C","","temp.ssbof"
"Nova Scotia","environment",1978,6.391447,"deg C","","temp.ssbof"
"Nova Scotia","environment",1979,6.967084,"deg C","","temp.ssbof"
"Nova Scotia","environment",1980,6.537208,"deg C","","temp.ssbof"
"Nova Scotia","environment",1981,7.274185,"deg C","","temp.ssbof"
"Nova Scotia","environment",1982,7.10381,"deg C","","temp.ssbof"
"Nova Scotia","environment",1983,7.659046,"deg C","","temp.ssbof"
"Nova Scotia","environment",1984,7.045913,"deg C","","temp.ssbof"
"Nova Scotia","environment",1985,5.947796,"deg C","","temp.ssbof"
"Nova Scotia","environment",1986,6.609073,"deg C","","temp.ssbof"
"Nova Scotia","environment",1987,6.4315,"deg C","","temp.ssbof"
"Nova Scotia","environment",1988,6.523669,"deg C","","temp.ssbof"
"Nova Scotia","environment",1989,6.526049,"deg C","","temp.ssbof"
"Nova Scotia","environment",1990,6.811836,"deg C","","temp.ssbof"
"Nova Scotia","environment",1991,6.471909,"deg C","","temp.ssbof"
"Nova Scotia","environment",1992,5.825668,"deg C","","temp.ssbof"
"Nova Scotia","environment",1993,5.954566,"deg C","","temp.ssbof"
"Nova Scotia","environment",1994,6.328824,"deg C","","temp.ssbof"
"Nova Scotia","environment",1995,6.260352,"deg C","","temp.ssbof"
"Nova Scotia","environment",1996,6.230361,"deg C","","temp.ssbof"
"Nova Scotia","environment",1997,6.13007,"deg C","","temp.ssbof"
"Nova Scotia","environment",1998,6.046732,"deg C","","temp.ssbof"
"Nova Scotia","environment",1999,7.055261,"deg C","","temp.ssbof"
"Nova Scotia","environment",2000,7.156196,"deg C","","temp.ssbof"
"Nova Scotia","environment",2001,6.250929,"deg C","","temp.ssbof"
"Nova Scotia","environment",2002,6.774675,"deg C","","temp.ssbof"
"Nova Scotia","environment",2003,5.721484,"deg C","","temp.ssbof"
"Nova Scotia","environment",2004,5.840306,"deg C","","temp.ssbof"
"Nova Scotia","environment",2005,6.092056,"deg C","","temp.ssbof"
"Nova Scotia","environment",2006,7.289844,"deg C","","temp.ssbof"
"Nova Scotia","environment",2007,6.001982,"deg C","","temp.ssbof"
"Nova Scotia","environment",2008,6.641373,"deg C","","temp.ssbof"
"Nova Scotia","environment",2009,6.271425,"deg C","","temp.ssbof"
"Nova Scotia","predator",1970,38.712787479,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1971,32.753901718,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1972,30.065774902,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1973,39.38430372,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1974,34.872221013,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1975,40.457599808,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1976,31.148038587,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1977,40.481227919,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1978,37.861166381,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1979,41.05553565,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1980,35.981734647,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1981,52.304163335,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1982,40.862787527,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1983,42.595437487,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1984,42.25914985,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1985,45.422934613,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1986,31.150374633,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1987,32.788339516,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1988,38.302713025,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1989,28.326616448,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1990,25.274136743,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1991,22.341086836,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1992,21.935841284,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1993,15.209094736,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1994,12.884499333,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1995,14.163560859,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1996,21.191709026,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1997,12.496575956,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1998,14.641077295,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",1999,9.997076896,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",2000,8.877114778,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",2001,10.078772118,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",2002,11.294634398,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",2003,8.482794673,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",2005,9.96863044,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","predator",2006,8.422663048,"kg/tow","trawlsurvey","cod.bio , cusk.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Nova Scotia","prey",1950,8198,"t","landings","lob.land"
"Nova Scotia","prey",1951,9119,"t","landings","lob.land"
"Nova Scotia","prey",1952,8774,"t","landings","lob.land"
"Nova Scotia","prey",1953,9276,"t","landings","lob.land"
"Nova Scotia","prey",1954,8667,"t","landings","lob.land"
"Nova Scotia","prey",1955,8414,"t","landings","lob.land"
"Nova Scotia","prey",1956,8143,"t","landings","lob.land"
"Nova Scotia","prey",1957,6397,"t","landings","lob.land"
"Nova Scotia","prey",1958,6025,"t","landings","lob.land"
"Nova Scotia","prey",1959,6400,"t","landings","lob.land"
"Nova Scotia","prey",1960,6738,"t","landings","lob.land"
"Nova Scotia","prey",1961,6241,"t","landings","lob.land"
"Nova Scotia","prey",1962,6715,"t","landings","lob.land"
"Nova Scotia","prey",1963,7108,"t","landings","lob.land"
"Nova Scotia","prey",1964,6673,"t","landings","lob.land"
"Nova Scotia","prey",1965,6120,"t","landings","lob.land"
"Nova Scotia","prey",1966,5441,"t","landings","lob.land"
"Nova Scotia","prey",1967,5080,"t","landings","lob.land"
"Nova Scotia","prey",1968,5506,"t","landings","lob.land"
"Nova Scotia","prey",1969,6816,"t","landings","lob.land"
"Nova Scotia","prey",1970,7399,"t","landings","lob.land"
"Nova Scotia","prey",1971,7061,"t","landings","lob.land"
"Nova Scotia","prey",1972,6409,"t","landings","lob.land"
"Nova Scotia","prey",1973,6591,"t","landings","lob.land"
"Nova Scotia","prey",1974,6010,"t","landings","lob.land"
"Nova Scotia","prey",1975,6211,"t","landings","lob.land"
"Nova Scotia","prey",1976,5605,"t","landings","lob.land"
"Nova Scotia","prey",1977,5360,"t","landings","lob.land"
"Nova Scotia","prey",1978,4505,"t","landings","lob.land"
"Nova Scotia","prey",1979,5254,"t","landings","lob.land"
"Nova Scotia","prey",1980,5059,"t","landings","lob.land"
"Nova Scotia","prey",1981,5556,"t","landings","lob.land"
"Nova Scotia","prey",1982,6363,"t","landings","lob.land"
"Nova Scotia","prey",1983,7758,"t","landings","lob.land"
"Nova Scotia","prey",1984,8876,"t","landings","lob.land"
"Nova Scotia","prey",1985,10679,"t","landings","lob.land"
"Nova Scotia","prey",1986,13284,"t","landings","lob.land"
"Nova Scotia","prey",1987,15087,"t","landings","lob.land"
"Nova Scotia","prey",1988,15953,"t","landings","lob.land"
"Nova Scotia","prey",1989,15959,"t","landings","lob.land"
"Nova Scotia","prey",1990,17177,"t","landings","lob.land"
"Nova Scotia","prey",1991,19029.944,"t","landings","lob.land"
"Nova Scotia","prey",1992,15497.22,"t","landings","lob.land"
"Nova Scotia","prey",1993,14871.017,"t","landings","lob.land"
"Nova Scotia","prey",1994,16258.331,"t","landings","lob.land"
"Nova Scotia","prey",1995,15185.684,"t","landings","lob.land"
"Nova Scotia","prey",1996,15881,"t","landings","lob.land"
"Nova Scotia","prey",1997,16304,"t","landings","lob.land"
"Nova Scotia","prey",1998,18486,"t","landings","lob.land"
"Nova Scotia","prey",1999,19819,"t","landings","lob.land"
"Nova Scotia","prey",2000,20657,"t","landings","lob.land"
"Nova Scotia","prey",2001,24468,"t","landings","lob.land"
"Nova Scotia","prey",2002,27537,"t","landings","lob.land"
"Nova Scotia","prey",2003,25966,"t","landings","lob.land"
"Nova Scotia","prey",2004,26216,"t","landings","lob.land"
"Nova Scotia","prey",2005,27216,"t","landings","lob.land"
"Nova Scotia","prey",2006,28442,"t","landings","lob.land"
"Nova Scotia","prey",2007,28375,"t","landings","lob.land"
"Nova Scotia","prey",2008,31511,"t","landings","lob.land"
"Rhode Island","Climate",1950,1.4,"","","nao"
"Rhode Island","Climate",1951,-1.26,"","","nao"
"Rhode Island","Climate",1952,0.83,"","","nao"
"Rhode Island","Climate",1953,0.18,"","","nao"
"Rhode Island","Climate",1954,0.13,"","","nao"
"Rhode Island","Climate",1955,-2.52,"","","nao"
"Rhode Island","Climate",1956,-1.73,"","","nao"
"Rhode Island","Climate",1957,1.52,"","","nao"
"Rhode Island","Climate",1958,-1.02,"","","nao"
"Rhode Island","Climate",1959,-0.37,"","","nao"
"Rhode Island","Climate",1960,-1.54,"","","nao"
"Rhode Island","Climate",1961,1.8,"","","nao"
"Rhode Island","Climate",1962,-2.38,"","","nao"
"Rhode Island","Climate",1963,-3.6,"","","nao"
"Rhode Island","Climate",1964,-2.86,"","","nao"
"Rhode Island","Climate",1965,-2.88,"","","nao"
"Rhode Island","Climate",1966,-1.69,"","","nao"
"Rhode Island","Climate",1967,1.28,"","","nao"
"Rhode Island","Climate",1968,-1.04,"","","nao"
"Rhode Island","Climate",1969,-4.89,"","","nao"
"Rhode Island","Climate",1970,-1.89,"","","nao"
"Rhode Island","Climate",1971,-0.96,"","","nao"
"Rhode Island","Climate",1972,0.34,"","","nao"
"Rhode Island","Climate",1973,2.52,"","","nao"
"Rhode Island","Climate",1974,1.23,"","","nao"
"Rhode Island","Climate",1975,1.63,"","","nao"
"Rhode Island","Climate",1976,1.37,"","","nao"
"Rhode Island","Climate",1977,-2.14,"","","nao"
"Rhode Island","Climate",1978,0.17,"","","nao"
"Rhode Island","Climate",1979,-2.25,"","","nao"
"Rhode Island","Climate",1980,0.56,"","","nao"
"Rhode Island","Climate",1981,2.05,"","","nao"
"Rhode Island","Climate",1982,0.8,"","","nao"
"Rhode Island","Climate",1983,3.42,"","","nao"
"Rhode Island","Climate",1984,1.6,"","","nao"
"Rhode Island","Climate",1985,-0.63,"","","nao"
"Rhode Island","Climate",1986,0.5,"","","nao"
"Rhode Island","Climate",1987,-0.75,"","","nao"
"Rhode Island","Climate",1988,0.72,"","","nao"
"Rhode Island","Climate",1989,5.08,"","","nao"
"Rhode Island","Climate",1990,3.96,"","","nao"
"Rhode Island","Climate",1991,1.03,"","","nao"
"Rhode Island","Climate",1992,3.28,"","","nao"
"Rhode Island","Climate",1993,2.67,"","","nao"
"Rhode Island","Climate",1994,3.03,"","","nao"
"Rhode Island","Climate",1995,3.96,"","","nao"
"Rhode Island","Climate",1996,-3.78,"","","nao"
"Rhode Island","Climate",1997,-0.17,"","","nao"
"Rhode Island","Climate",1998,0.72,"","","nao"
"Rhode Island","Climate",1999,1.7,"","","nao"
"Rhode Island","Climate",2000,2.8,"","","nao"
"Rhode Island","Climate",2001,-1.9,"","","nao"
"Rhode Island","Climate",2002,0.76,"","","nao"
"Rhode Island","Climate",2003,0.2,"","","nao"
"Rhode Island","Climate",2004,-0.07,"","","nao"
"Rhode Island","Climate",2005,0.12,"","","nao"
"Rhode Island","Climate",2006,-1.09,"","","nao"
"Rhode Island","Climate",2007,2.79,"","","nao"
"Rhode Island","Climate",2008,2.1,"","","nao"
"Rhode Island","Climate",2009,-0.41,"","","nao"
"Rhode Island","Climate",2010,-4.64,"","","nao"
"Rhode Island","Climate",NA,-0.37,"","","nao"
"Rhode Island","effort",1981,105505,"#","stockassessment","lob.trap"
"Rhode Island","effort",1982,102931,"#","stockassessment","lob.trap"
"Rhode Island","effort",1983,126109,"#","stockassessment","lob.trap"
"Rhode Island","effort",1984,193380,"#","stockassessment","lob.trap"
"Rhode Island","effort",1985,209548,"#","stockassessment","lob.trap"
"Rhode Island","effort",1986,202411,"#","stockassessment","lob.trap"
"Rhode Island","effort",1987,210893,"#","stockassessment","lob.trap"
"Rhode Island","effort",1988,244554,"#","stockassessment","lob.trap"
"Rhode Island","effort",1989,289935,"#","stockassessment","lob.trap"
"Rhode Island","effort",1990,291632,"#","stockassessment","lob.trap"
"Rhode Island","effort",1991,316488,"#","stockassessment","lob.trap"
"Rhode Island","effort",1992,353735,"#","stockassessment","lob.trap"
"Rhode Island","effort",1993,414956,"#","stockassessment","lob.trap"
"Rhode Island","effort",1994,451696,"#","stockassessment","lob.trap"
"Rhode Island","effort",1995,443833,"#","stockassessment","lob.trap"
"Rhode Island","effort",1996,516487,"#","stockassessment","lob.trap"
"Rhode Island","effort",1997,546347,"#","stockassessment","lob.trap"
"Rhode Island","effort",1998,588422,"#","stockassessment","lob.trap"
"Rhode Island","effort",1999,577865,"#","stockassessment","lob.trap"
"Rhode Island","effort",2000,170616,"#","stockassessment","lob.trap"
"Rhode Island","effort",2001,173133,"#","stockassessment","lob.trap"
"Rhode Island","effort",2002,152021,"#","stockassessment","lob.trap"
"Rhode Island","effort",2003,133687,"#","stockassessment","lob.trap"
"Rhode Island","effort",2004,128081,"#","stockassessment","lob.trap"
"Rhode Island","effort",2005,117610,"#","stockassessment","lob.trap"
"Rhode Island","effort",2006,120242,"#","stockassessment","lob.trap"
"Rhode Island","effort",2007,130556,"#","stockassessment","lob.trap"
"Rhode Island","environment",1979,13.507145,"mean C","","temp.ridem"
"Rhode Island","environment",1980,19.45874,"mean C","","temp.ridem"
"Rhode Island","environment",1981,13.7516765,"mean C","","temp.ridem"
"Rhode Island","environment",1982,11.969886,"mean C","","temp.ridem"
"Rhode Island","environment",1983,13.1374375,"mean C","","temp.ridem"
"Rhode Island","environment",1984,12.9518955,"mean C","","temp.ridem"
"Rhode Island","environment",1985,12.6852455,"mean C","","temp.ridem"
"Rhode Island","environment",1986,12.452229,"mean C","","temp.ridem"
"Rhode Island","environment",1987,12.257245,"mean C","","temp.ridem"
"Rhode Island","environment",1988,13.7465495,"mean C","","temp.ridem"
"Rhode Island","environment",1989,11.7203565,"mean C","","temp.ridem"
"Rhode Island","environment",1990,12.7785485,"mean C","","temp.ridem"
"Rhode Island","environment",1991,13.710896,"mean C","","temp.ridem"
"Rhode Island","environment",1992,12.25371,"mean C","","temp.ridem"
"Rhode Island","environment",1993,18.816455,"mean C","","temp.ridem"
"Rhode Island","environment",1994,11.85857,"mean C","","temp.ridem"
"Rhode Island","environment",1995,13.0166655,"mean C","","temp.ridem"
"Rhode Island","environment",1996,11.588692,"mean C","","temp.ridem"
"Rhode Island","environment",1997,13.06643,"mean C","","temp.ridem"
"Rhode Island","environment",1998,13.303933,"mean C","","temp.ridem"
"Rhode Island","environment",1999,14.054196,"mean C","","temp.ridem"
"Rhode Island","environment",2000,13.446951,"mean C","","temp.ridem"
"Rhode Island","environment",2001,15.83522,"mean C","","temp.ridem"
"Rhode Island","environment",2002,14.743535,"mean C","","temp.ridem"
"Rhode Island","environment",2003,12.0201515,"mean C","","temp.ridem"
"Rhode Island","environment",2004,13.479412,"mean C","","temp.ridem"
"Rhode Island","environment",2005,12.4902975,"mean C","","temp.ridem"
"Rhode Island","environment",2006,14.37083,"mean C","","temp.ridem"
"Rhode Island","predator",1979,2.444046844,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1980,2.043108974,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1981,5.3118221335,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1982,6.016464982,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1983,5.104080365,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1984,4.811748798,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1985,6.663040902,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1986,3.008309292,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1987,1.736048266,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1988,1.1669435215,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1989,1.904761905,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1990,5.583333333,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1991,1.1815183365,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1992,0.754761905,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1993,0.7161890395,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
"Rhode Island","predator",1994,0.482142857,"#/tow","trawlsurvey","cod.abund.ridem , longhorn.abund.ridem , monk.abund.ridem , smoothdog.abund.ridem , tautog.abund.ridem"
